temperature_mean,temperature_max,temperature_min,precipitation,snowfall,wind_speed_max,wind_gusts_max,et0,dew_point,humidity_mean,humidity_min,soil_moisture_0_7,soil_moisture_7_28,soil_moisture_28_100,soil_temperature_0_7,soil_temperature_7_28,soil_temperature_28_100,solar_radiation,cloud_cover,pressure,month,drought_score,drought,sukhovey_score,sukhovey,early_snow_score,early_snow
18.9,26.4,10.2,0.0,0.0,18.5,40.7,5.44,3.2,38,20,0.201,0.202,0.201,20.1,20.6,21.7,19.12,47,942.7,9,4,1,3,1,0,0
16.3,21.5,12.1,0.0,0.0,18.2,36.0,4.67,-0.1,35,16,0.202,0.202,0.201,19.1,20.5,21.6,17.35,69,942.2,9,4,1,2,0,0,0
15.1,23.6,6.6,0.0,0.0,21.2,42.8,5.07,-1.1,36,18,0.203,0.201,0.202,17.5,19.1,21.4,20.73,2,941.8,9,4,1,3,1,0,0
15.7,24.9,6.4,0.0,0.0,9.4,25.2,4.17,0.3,38,18,0.206,0.201,0.202,17.6,18.9,21.2,19.71,25,940.4,9,3,1,2,0,0,0
18.3,26.4,9.3,0.0,0.0,6.2,19.4,3.29,2.2,36,21,0.204,0.2,0.201,18.4,19.1,21.0,16.42,58,939.8,9,3,1,2,0,0,0
17.1,21.6,13.8,0.1,0.0,13.7,24.5,3.12,5.5,47,37,0.205,0.2,0.201,18.8,19.7,20.9,14.77,51,943.7,9,2,0,1,0,0,0
18.3,26.0,10.1,0.0,0.0,12.2,28.4,3.93,6.2,50,24,0.207,0.2,0.203,18.8,19.4,20.8,19.3,17,945.9,9,3,1,2,0,0,0
19.5,27.4,12.5,0.7,0.0,6.9,19.1,3.32,6.0,44,24,0.206,0.2,0.202,20.2,20.0,20.7,15.82,48,944.7,9,3,1,2,0,0,0
19.5,26.4,13.3,0.0,0.0,7.0,22.3,3.39,5.3,44,21,0.202,0.2,0.202,20.8,20.9,20.8,16.41,36,946.2,9,3,1,2,0,0,0
18.4,26.7,10.9,0.0,0.0,8.0,23.8,3.81,3.1,38,24,0.201,0.2,0.202,19.7,20.5,20.8,18.29,30,945.1,9,3,1,2,0,0,0
20.3,27.0,14.8,0.0,0.0,8.4,24.5,4.03,3.4,35,19,0.202,0.201,0.204,20.9,21.0,20.9,17.75,26,944.6,9,3,1,2,0,0,0
19.5,26.7,12.5,0.0,0.0,7.0,20.9,3.87,-0.1,29,15,0.202,0.2,0.204,19.8,20.8,21.0,17.24,21,946.5,9,3,1,2,0,0,0
19.9,27.8,12.4,0.0,0.0,11.0,25.2,4.22,-1.2,25,14,0.198,0.2,0.203,19.4,20.2,21.0,18.17,2,946.6,9,3,1,2,0,0,0
18.7,26.5,11.7,0.1,0.0,12.4,29.5,3.93,1.2,32,19,0.195,0.2,0.203,19.1,19.9,20.9,15.33,65,941.6,9,3,1,2,0,0,0
13.4,15.8,11.3,5.1,0.0,13.8,25.9,1.97,8.3,72,47,0.214,0.2,0.202,16.7,19.2,20.8,10.84,73,942.6,9,1,0,0,0,0,0
12.4,18.3,7.3,0.9,0.0,19.4,41.0,3.65,0.6,52,18,0.255,0.2,0.202,15.3,17.3,20.6,17.08,21,950.2,9,2,0,3,1,0,0
12.1,19.9,4.6,0.0,0.0,24.6,51.8,4.51,-3.8,35,18,0.251,0.2,0.203,13.8,15.7,20.1,18.33,0,952.6,9,3,1,3,1,0,0
10.9,19.4,2.3,0.0,0.0,18.6,37.8,3.92,-4.6,36,17,0.245,0.2,0.203,13.0,15.0,19.6,17.97,12,951.7,9,2,0,2,0,0,0
11.3,18.0,4.5,0.0,0.0,8.6,22.0,2.71,-1.3,43,28,0.244,0.2,0.204,13.3,15.0,19.1,15.3,75,947.4,9,2,0,2,0,0,0
16.9,25.4,9.1,0.0,0.0,7.3,19.1,3.32,2.7,43,17,0.238,0.201,0.203,16.8,16.3,18.8,16.17,23,943.4,10,2,0,2,0,0,0
18.1,25.9,13.1,1.7,0.0,15.6,31.3,3.39,7.9,53,27,0.238,0.201,0.202,18.2,17.7,18.8,13.55,49,942.2,10,1,0,1,0,0,0
17.5,25.7,9.0,0.0,0.0,8.9,22.7,3.26,5.4,49,25,0.241,0.201,0.201,17.8,17.9,18.8,15.85,4,943.7,10,2,0,2,0,0,0
17.7,25.6,11.5,0.0,0.0,15.0,31.7,3.74,3.7,41,23,0.232,0.202,0.201,17.2,17.6,18.8,16.31,13,943.0,10,2,0,2,0,0,0
17.7,25.0,12.2,0.5,0.0,9.6,29.5,2.46,7.3,52,33,0.226,0.202,0.201,17.8,18.0,18.8,10.5,89,942.8,10,2,0,1,0,0,0
17.2,23.6,13.8,1.9,0.0,13.2,31.0,2.47,10.2,65,38,0.235,0.202,0.201,17.8,18.1,18.9,9.83,60,946.4,10,0,0,0,0,0,0
15.5,22.8,9.5,0.0,0.0,9.8,20.5,2.98,3.8,52,22,0.243,0.202,0.201,16.7,17.5,18.9,14.23,7,952.0,10,2,0,2,0,0,0
15.5,24.4,7.9,0.0,0.0,14.5,30.6,3.6,-0.5,35,19,0.235,0.202,0.201,15.7,16.7,18.8,15.54,0,950.7,10,2,0,2,0,0,0
16.4,26.4,6.4,0.0,0.0,7.9,15.5,2.99,2.1,41,22,0.224,0.202,0.201,16.1,16.5,18.6,15.21,0,943.9,10,2,0,2,0,0,0
18.4,27.2,11.3,0.0,0.0,16.2,36.4,3.77,4.0,41,20,0.211,0.201,0.2,18.0,17.4,18.6,13.53,34,939.3,10,3,1,2,0,0,0
14.4,18.9,12.4,10.4,0.0,10.7,47.5,1.35,9.5,73,53,0.261,0.201,0.199,15.9,17.4,18.6,5.69,73,937.2,10,0,0,1,0,0,0
13.5,19.1,9.2,0.6,0.0,9.4,24.1,2.22,7.1,68,42,0.336,0.205,0.199,14.9,15.8,18.4,12.95,61,943.9,10,1,0,1,0,0,0
12.3,15.7,9.8,11.2,0.0,11.3,22.3,1.08,8.8,79,68,0.356,0.212,0.199,13.8,15.2,18.2,5.47,95,942.5,10,0,0,0,0,0,0
11.1,12.6,9.2,17.4,0.0,9.2,24.8,0.75,10.0,93,89,0.422,0.249,0.198,13.2,14.8,18.0,4.5,91,943.6,10,0,0,0,0,0,0
9.5,11.5,7.7,4.8,0.0,10.2,23.4,0.63,8.0,91,78,0.421,0.313,0.198,11.6,13.7,17.6,3.66,92,945.4,10,0,0,0,0,0,0
5.5,9.5,2.8,1.3,0.0,13.9,30.2,1.63,-0.1,69,48,0.401,0.331,0.199,9.1,12.2,17.2,11.98,41,950.3,10,0,0,0,0,0,0
4.5,9.2,1.1,0.0,0.0,12.9,25.6,1.64,-0.8,69,53,0.378,0.336,0.2,7.0,9.8,16.5,13.12,12,954.5,10,1,0,1,0,0,0
4.9,12.9,-1.0,0.0,0.0,11.7,25.6,1.87,-0.5,71,42,0.363,0.335,0.201,6.5,8.6,15.7,13.96,5,950.7,10,1,0,1,0,0,0
6.9,16.0,-1.7,0.0,0.0,9.4,19.4,2.03,1.4,71,42,0.349,0.332,0.201,7.4,8.7,15.0,13.68,37,947.5,10,1,0,1,0,0,0
9.2,17.5,1.6,0.0,0.0,7.3,19.1,2.04,3.5,71,38,0.34,0.327,0.201,8.6,9.4,14.5,13.14,37,944.6,10,1,0,1,0,0,0
14.3,26.8,4.3,0.1,0.0,11.8,22.3,2.7,3.9,53,23,0.328,0.318,0.201,11.6,10.8,14.2,11.53,64,941.6,10,2,0,2,0,0,0
10.4,14.8,7.6,4.5,0.0,11.8,26.3,1.47,6.1,76,55,0.327,0.313,0.201,11.6,12.4,14.2,9.07,98,943.4,10,0,0,0,0,0,0
8.7,10.6,7.3,3.2,0.0,9.6,21.6,0.78,6.5,87,73,0.393,0.316,0.202,10.5,11.9,14.2,5.1,89,949.7,10,0,0,0,0,0,0
9.1,13.7,5.7,0.0,0.0,7.9,16.2,1.29,5.7,81,60,0.372,0.322,0.201,10.0,11.0,14.1,8.46,61,951.8,10,1,0,1,0,0,0
9.5,18.2,2.8,0.0,0.0,8.8,18.0,2.04,3.1,68,37,0.353,0.322,0.2,9.6,10.3,13.9,12.27,37,945.1,10,1,0,1,0,0,0
9.7,12.0,7.8,2.6,0.0,15.3,25.2,0.93,6.1,78,72,0.351,0.32,0.201,9.7,10.8,13.8,4.32,87,948.3,10,0,0,0,0,0,0
10.6,16.2,5.6,0.9,0.0,9.1,17.6,1.59,6.3,76,55,0.347,0.319,0.201,10.4,10.9,13.6,10.56,60,946.1,10,1,0,1,0,0,0
7.3,10.8,5.5,3.2,0.0,21.3,41.0,1.32,2.7,73,54,0.37,0.32,0.201,9.7,11.0,13.6,8.28,87,950.6,10,0,0,1,0,0,0
6.1,8.7,4.2,0.0,0.0,7.2,16.2,1.01,0.8,70,54,0.364,0.323,0.202,8.1,9.4,13.4,6.56,83,951.9,10,1,0,1,0,0,0
5.7,9.8,2.0,0.0,0.0,7.9,13.3,1.04,1.4,75,54,0.351,0.323,0.202,6.9,8.4,13.1,6.94,61,951.5,10,1,0,1,0,0,0
7.5,15.8,2.0,0.0,0.0,7.9,15.8,1.71,1.5,70,36,0.341,0.319,0.201,8.0,8.3,12.7,11.39,7,950.6,10,1,0,1,0,0,0
7.0,14.7,0.7,0.0,0.0,7.3,16.2,1.56,2.0,72,48,0.337,0.319,0.201,7.6,8.3,12.5,10.35,40,949.3,11,1,0,1,0,0,0
10.7,19.7,4.6,0.0,0.0,8.4,17.3,1.99,1.6,57,26,0.333,0.315,0.201,9.3,8.9,12.3,11.02,12,949.3,11,2,0,2,0,0,0
10.8,21.2,3.0,0.0,0.0,10.5,17.3,1.85,3.2,63,28,0.329,0.307,0.201,10.3,9.6,12.2,9.61,40,945.3,11,2,0,2,0,0,0
14.6,23.3,8.2,3.2,0.0,14.2,28.8,2.37,4.4,53,32,0.327,0.299,0.201,12.4,10.9,12.2,6.96,86,940.5,11,1,0,0,0,0,0
11.5,12.9,10.3,16.7,0.0,13.5,32.4,0.66,10.2,92,80,0.425,0.319,0.203,11.9,12.0,12.5,3.43,77,942.5,11,0,0,0,0,0,0
10.1,13.8,4.2,7.9,0.0,24.9,49.3,1.15,6.6,79,68,0.431,0.36,0.204,10.6,11.4,12.7,3.93,80,945.3,11,0,0,1,0,0,0
2.6,5.1,0.4,0.0,0.0,13.8,30.2,1.13,-2.7,69,57,0.409,0.374,0.206,6.1,8.7,12.6,8.81,44,955.4,11,1,0,1,0,0,0
3.6,7.3,1.7,1.5,0.0,17.1,37.8,0.77,0.3,80,63,0.398,0.374,0.208,5.5,7.0,12.2,4.71,85,955.2,11,0,0,0,0,0,0
5.6,10.8,2.3,0.0,0.0,12.4,28.4,1.0,1.5,76,53,0.393,0.372,0.209,6.6,6.9,11.8,6.56,55,954.6,11,1,0,1,0,0,0
6.2,12.7,2.3,0.0,0.0,6.6,17.3,1.27,1.7,74,50,0.381,0.368,0.21,6.6,7.0,11.4,9.54,23,952.8,11,1,0,1,0,0,0
4.8,11.5,-0.5,0.0,0.0,15.7,32.4,1.2,1.1,78,57,0.373,0.364,0.212,5.6,6.6,11.1,9.18,18,950.4,11,1,0,1,0,0,0
4.9,9.8,1.6,0.0,0.0,8.6,18.0,1.05,1.3,79,56,0.367,0.361,0.213,5.6,6.5,10.8,7.83,95,948.0,11,1,0,1,0,0,0
1.0,4.5,-4.4,7.1,1.61,15.3,36.4,0.25,-0.1,92,80,0.395,0.361,0.214,3.8,6.2,10.6,1.69,98,947.8,11,0,0,0,0,0,0
-2.9,1.9,-5.6,0.0,0.0,7.4,17.3,0.81,-6.1,79,69,0.397,0.367,0.216,1.0,3.7,10.2,9.57,35,957.6,11,1,0,1,0,0,0
-2.7,1.0,-6.2,0.0,0.0,9.6,19.4,0.77,-5.2,84,69,0.387,0.368,0.219,-0.2,2.2,9.5,9.62,0,953.7,11,1,0,1,0,0,0
0.5,9.6,-4.4,0.0,0.0,8.4,15.1,1.13,-4.7,71,37,0.383,0.371,0.223,-0.2,1.5,8.8,9.41,68,946.7,11,1,0,1,0,0,0
4.0,14.1,-2.9,0.0,0.0,10.1,18.0,1.35,-2.2,65,40,0.378,0.369,0.225,2.8,2.3,8.2,8.91,57,943.6,11,1,0,1,0,0,0
8.0,13.3,2.6,0.4,0.0,10.9,28.1,1.1,1.5,64,53,0.374,0.363,0.224,6.2,4.8,8.0,4.27,72,945.8,11,1,0,1,0,0,0
7.7,14.7,1.8,0.9,0.0,10.0,17.3,1.22,3.0,74,45,0.37,0.36,0.224,6.6,5.8,8.1,7.61,67,945.0,11,1,0,1,0,0,0
6.1,11.0,2.1,0.2,0.0,8.9,20.5,1.05,2.6,79,61,0.373,0.357,0.224,6.6,6.9,8.3,7.48,36,945.5,11,1,0,1,0,0,0
3.3,6.0,1.0,0.0,0.0,10.3,21.2,0.69,0.8,84,75,0.366,0.356,0.225,4.3,5.7,8.4,6.09,55,952.4,11,1,0,1,0,0,0
3.3,6.7,-0.4,0.0,0.0,15.8,33.5,0.79,0.7,84,66,0.362,0.354,0.227,5.0,5.4,8.4,6.79,49,956.7,11,1,0,1,0,0,0
0.0,5.7,-3.4,0.0,0.0,14.2,29.2,0.87,-2.6,84,56,0.358,0.353,0.228,1.6,3.3,8.2,8.91,5,957.4,11,1,0,1,0,0,0
-2.1,2.8,-4.5,0.0,0.0,7.3,19.8,0.7,-4.4,85,64,0.357,0.353,0.231,-0.5,2.0,7.8,8.66,10,951.5,11,1,0,1,0,0,0
-0.8,6.5,-5.4,0.0,0.0,6.6,15.5,0.83,-3.6,83,55,0.357,0.354,0.235,-1.2,0.9,7.3,8.11,25,947.4,11,1,0,1,0,0,0
2.3,13.3,-4.4,0.0,0.0,10.1,15.1,1.13,-3.1,70,42,0.355,0.351,0.236,-0.2,0.8,6.8,7.79,14,947.3,11,1,0,1,0,0,0
5.3,17.3,-1.5,0.0,0.0,9.7,18.4,1.44,-1.4,64,40,0.352,0.347,0.235,3.2,2.2,6.5,8.47,0,945.2,11,1,0,1,0,0,0
6.3,16.3,0.4,0.0,0.0,9.7,18.0,1.3,-1.1,61,40,0.347,0.342,0.233,4.2,3.7,6.4,7.44,64,940.1,11,1,0,1,0,0,0
7.7,13.3,1.8,1.2,0.0,8.0,15.5,0.85,2.3,70,52,0.346,0.341,0.235,5.4,4.8,6.6,3.69,99,941.5,11,0,0,0,0,0,0
5.1,7.5,4.0,8.3,0.0,12.9,21.2,0.23,4.6,96,93,0.397,0.344,0.235,5.8,5.9,6.8,1.25,100,948.5,11,0,0,0,0,0,0
4.0,6.1,2.3,4.4,0.0,5.9,18.7,0.51,2.3,89,77,0.426,0.36,0.236,5.2,5.5,7.0,4.17,87,952.0,12,0,0,0,0,0,0
3.3,5.6,1.9,0.2,0.0,7.2,15.1,0.53,1.0,85,74,0.408,0.37,0.237,4.3,4.6,7.1,4.24,74,954.0,12,1,0,1,0,0,0
2.7,5.6,1.0,0.0,0.0,6.9,14.0,0.57,0.3,85,72,0.394,0.371,0.238,3.2,3.6,7.1,4.87,51,955.9,12,1,0,1,0,0,0
-0.2,2.0,-3.2,0.0,0.0,6.5,14.4,0.52,-1.3,92,77,0.396,0.377,0.246,0.6,2.6,6.9,6.04,56,953.5,12,1,0,1,0,0,0
-0.6,3.8,-3.8,0.4,0.0,7.3,12.2,0.61,-2.4,89,70,0.391,0.378,0.249,-0.9,1.4,6.5,6.49,52,951.0,12,1,0,1,0,0,0
-0.8,2.2,-3.4,0.0,0.0,5.8,11.9,0.5,-1.8,93,79,0.387,0.377,0.25,-1.0,0.8,6.1,5.46,66,954.7,12,1,0,1,0,0,0
-1.4,1.2,-4.4,1.5,1.05,12.6,24.5,0.43,-2.3,93,84,0.385,0.375,0.253,-0.5,0.7,5.8,4.47,85,954.6,12,0,0,0,0,0,0
-8.1,-4.4,-13.6,3.2,2.24,10.3,20.9,0.37,-10.4,83,71,0.384,0.378,0.257,-1.9,0.5,5.4,5.33,71,961.3,12,0,0,0,0,0,0
-11.9,-8.5,-15.4,0.0,0.0,8.8,15.1,0.41,-14.5,81,71,0.382,0.38,0.264,-5.4,-0.1,5.1,8.18,25,961.6,12,1,0,1,0,0,0
-12.8,-8.2,-15.0,0.0,0.0,8.4,13.0,0.31,-13.8,93,75,0.391,0.377,0.267,-7.0,-0.6,4.8,7.09,62,959.8,12,1,0,1,0,0,0
-15.6,-7.2,-21.2,0.0,0.0,7.6,15.8,0.45,-19.3,77,46,0.39,0.378,0.274,-8.7,-1.1,4.4,8.37,28,957.4,12,1,0,1,0,0,0
-11.8,1.2,-20.1,0.0,0.0,8.5,16.9,0.7,-18.9,59,29,0.39,0.379,0.284,-6.9,-1.6,4.0,8.34,0,949.0,12,2,0,2,0,0,0
-5.5,4.1,-15.6,0.0,0.0,13.2,23.8,0.88,-10.9,66,58,0.389,0.378,0.291,-4.4,-1.8,3.6,7.42,53,939.5,12,1,0,1,0,0,0
4.9,12.5,0.6,0.0,0.0,13.1,26.6,1.05,-0.4,70,45,0.393,0.377,0.292,2.0,-1.6,3.3,4.7,85,938.1,12,1,0,1,0,0,0
-2.2,2.7,-8.2,9.1,6.37,17.8,33.1,0.22,-3.9,89,70,0.392,0.377,0.293,0.1,-1.2,3.1,1.66,100,949.3,12,0,0,0,0,0,0
-9.1,-5.6,-12.3,0.6,0.42,11.1,22.7,0.44,-11.1,85,69,0.387,0.376,0.294,-0.7,-1.0,3.0,7.87,34,963.8,12,1,0,1,0,0,0
-5.7,3.0,-10.7,0.0,0.0,12.5,20.2,0.79,-12.1,63,34,0.383,0.378,0.298,-2.2,-0.9,2.9,8.24,29,946.3,12,2,0,1,0,0,0
-1.2,5.3,-6.6,0.0,0.0,12.7,20.9,0.88,-9.2,55,40,0.383,0.378,0.302,-0.4,-0.9,2.8,4.71,66,942.5,12,1,0,1,0,0,0
1.6,8.8,-5.0,0.2,0.0,21.2,42.5,1.11,-5.5,61,39,0.384,0.377,0.304,0.3,-0.8,2.7,4.83,96,937.9,12,1,0,2,0,0,0
-0.9,1.2,-3.7,5.4,2.73,22.1,49.0,0.68,-4.1,79,60,0.395,0.377,0.305,0.1,-0.6,2.7,7.11,45,948.4,12,0,0,1,0,0,0
-2.6,0.8,-4.2,0.0,0.0,9.7,15.8,0.48,-6.3,76,57,0.388,0.377,0.305,-0.2,-0.4,2.7,4.08,63,953.9,12,1,0,1,0,0,0
-5.8,-2.2,-8.8,0.0,0.0,11.0,24.8,0.53,-8.3,83,61,0.383,0.376,0.306,-1.9,-0.4,2.7,7.55,23,954.9,12,1,0,1,0,0,0
-8.2,-3.1,-11.5,0.0,0.0,8.3,18.0,0.51,-10.5,85,55,0.381,0.38,0.313,-4.8,-0.6,2.6,7.87,23,952.2,12,1,0,1,0,0,0
-7.6,-0.7,-12.8,0.0,0.0,8.5,15.1,0.59,-10.6,81,50,0.379,0.382,0.319,-5.4,-0.9,2.5,7.81,17,952.4,12,1,0,1,0,0,0
-6.6,0.6,-12.2,0.0,0.0,7.8,15.5,0.63,-10.0,79,52,0.379,0.383,0.325,-4.8,-1.1,2.4,7.8,47,950.5,12,1,0,1,0,0,0
-1.7,6.9,-8.4,0.0,0.0,6.5,14.0,0.69,-7.6,67,42,0.379,0.383,0.33,-3.7,-1.2,2.3,5.75,99,950.0,12,1,0,1,0,0,0
-0.2,8.9,-5.3,0.0,0.0,9.4,13.0,0.9,-6.9,62,36,0.38,0.383,0.335,-1.8,-1.2,2.2,7.29,61,952.9,12,1,0,1,0,0,0
-1.4,5.5,-6.3,0.0,0.0,8.1,14.4,0.77,-6.1,72,47,0.38,0.383,0.338,-1.8,-1.2,2.1,7.71,0,953.0,12,1,0,1,0,0,0
-1.2,6.5,-6.1,0.0,0.0,7.3,20.2,0.77,-7.1,66,37,0.38,0.383,0.341,-2.0,-1.2,2.0,6.5,67,942.7,12,1,0,1,0,0,0
1.6,6.4,-1.5,0.9,0.0,8.7,18.7,0.57,-2.8,73,59,0.383,0.383,0.343,-0.3,-1.1,2.0,3.27,85,944.7,12,1,0,1,0,0,0
3.1,5.6,0.7,0.0,0.0,6.5,12.2,0.56,1.2,88,79,0.388,0.383,0.344,1.1,-1.0,1.9,4.95,64,950.1,12,1,0,1,0,0,0
1.5,3.1,-0.4,0.2,0.0,7.6,9.7,0.41,-0.2,89,82,0.387,0.381,0.343,0.8,-0.8,1.9,3.54,51,950.2,1,1,0,1,0,0,0
0.1,4.5,-2.3,0.0,0.0,8.1,15.5,0.56,-2.2,85,70,0.386,0.381,0.344,0.3,-0.6,1.9,5.51,38,952.1,1,1,0,1,0,0,0
0.3,5.2,-3.1,0.0,0.0,8.6,17.6,0.76,-3.4,77,59,0.383,0.38,0.344,0.6,-0.5,1.9,7.79,2,952.8,1,1,0,1,0,0,0
-3.0,-2.0,-4.5,0.0,0.0,6.8,16.2,0.27,-3.4,97,93,0.38,0.378,0.345,-1.1,-0.4,2.0,3.47,88,949.3,1,1,0,1,0,0,0
-0.0,3.5,-2.3,0.0,0.0,6.2,16.9,0.63,-2.5,84,66,0.379,0.378,0.346,-0.3,-0.4,2.0,6.91,90,950.5,1,1,0,1,0,0,0
1.6,6.3,-1.8,0.0,0.0,8.3,13.0,0.66,-1.5,80,62,0.378,0.378,0.347,0.9,-0.3,2.0,5.39,74,952.3,1,1,0,1,0,0,0
2.5,8.7,-1.2,0.9,0.0,22.0,43.9,1.07,-2.9,69,52,0.378,0.376,0.347,1.3,-0.1,2.0,4.82,69,949.0,1,1,0,2,0,0,0
-1.8,1.1,-5.7,0.0,0.0,26.4,52.9,1.05,-7.7,65,49,0.379,0.376,0.348,0.7,0.1,2.0,6.97,42,963.2,1,1,0,2,0,0,0
-5.1,-0.3,-7.8,0.0,0.0,13.1,28.8,0.62,-8.0,81,63,0.378,0.378,0.351,-1.5,0.1,2.1,8.56,16,964.8,1,1,0,1,0,0,0
-6.5,-1.7,-9.6,0.0,0.0,6.4,18.0,0.6,-8.7,86,59,0.377,0.38,0.355,-3.3,-0.2,2.1,8.78,11,955.7,1,1,0,1,0,0,0
-5.3,1.5,-10.6,0.0,0.0,9.1,15.8,0.71,-7.6,86,60,0.377,0.384,0.359,-3.8,-0.5,2.0,8.84,7,953.3,1,1,0,1,0,0,0
-4.9,1.6,-9.9,0.0,0.0,7.0,16.2,0.71,-6.9,87,61,0.377,0.386,0.364,-3.4,-0.7,2.0,8.9,20,951.3,1,1,0,1,0,0,0
-3.6,4.1,-9.5,0.0,0.0,6.3,14.0,0.79,-6.8,80,58,0.378,0.388,0.368,-3.0,-0.8,1.9,9.0,1,949.3,1,1,0,1,0,0,0
-1.0,9.3,-7.5,0.0,0.0,8.0,15.8,1.05,-7.7,63,37,0.38,0.39,0.373,-1.6,-0.9,1.8,9.23,0,946.9,1,1,0,1,0,0,0
2.1,10.0,-3.2,0.0,0.0,9.2,17.3,1.18,-5.4,59,41,0.383,0.391,0.375,0.2,-0.9,1.7,7.93,56,946.5,1,1,0,1,0,0,0
1.4,6.3,-1.8,0.0,0.0,7.3,11.9,0.76,-3.1,72,53,0.384,0.39,0.376,0.4,-0.7,1.6,5.39,82,946.3,1,1,0,1,0,0,0
2.2,6.5,-0.4,2.6,0.0,8.2,15.1,0.64,-1.3,78,67,0.393,0.391,0.377,0.4,-0.6,1.6,4.04,87,944.2,1,0,0,0,0,0,0
0.7,1.7,-0.2,4.0,0.63,5.9,11.9,0.37,-0.1,95,86,0.412,0.397,0.378,-0.5,-0.5,1.6,3.22,100,945.2,1,0,0,0,0,0,0
0.7,2.9,-1.5,1.8,0.28,7.1,15.1,0.44,-0.4,92,84,0.424,0.401,0.381,-0.3,-0.4,1.6,4.09,83,946.1,1,0,0,0,0,0,0
0.9,7.5,-2.8,0.0,0.0,8.1,15.8,0.8,-1.8,83,61,0.413,0.402,0.387,-0.1,-0.4,1.6,6.95,76,941.5,1,1,0,1,0,0,0
2.6,6.9,-0.7,3.3,0.0,16.2,38.9,0.74,-0.2,82,70,0.415,0.403,0.387,0.6,-0.3,1.6,4.91,89,940.9,1,0,0,0,0,0,0
-1.4,4.0,-6.5,5.0,3.15,25.7,47.9,0.67,-5.1,76,66,0.421,0.407,0.385,0.1,-0.2,1.6,2.92,84,947.2,1,0,0,1,0,0,0
-10.7,-6.1,-17.8,0.1,0.07,12.7,27.7,0.58,-14.3,75,64,0.411,0.407,0.384,-1.9,-0.2,1.6,10.2,37,964.9,1,1,0,1,0,0,0
-14.4,-8.6,-18.5,0.0,0.0,11.1,17.3,0.53,-18.1,74,62,0.407,0.407,0.384,-5.9,-0.6,1.5,10.92,4,966.0,1,1,0,1,0,0,0
-15.4,-8.7,-21.6,0.0,0.0,4.9,12.6,0.53,-17.8,82,69,0.404,0.407,0.386,-5.7,-1.0,1.4,11.22,25,951.8,1,1,0,1,0,0,0
-6.6,4.1,-15.7,0.0,0.0,7.3,13.3,0.9,-12.0,68,43,0.403,0.406,0.387,-5.4,-1.3,1.3,9.73,82,947.8,1,1,0,1,0,0,0
-0.9,7.6,-6.5,0.0,0.0,10.0,14.4,1.24,-8.5,59,29,0.405,0.404,0.387,-1.3,-1.3,1.2,10.13,53,950.8,1,2,0,2,0,0,0
-4.4,-1.0,-7.5,0.0,0.0,8.3,14.8,0.56,-6.0,89,77,0.407,0.404,0.387,-1.0,-1.3,1.1,7.3,96,949.8,1,1,0,1,0,0,0
-1.5,3.1,-5.5,0.2,0.07,5.9,9.7,0.65,-3.8,85,74,0.409,0.403,0.388,-1.7,-1.2,1.0,6.55,91,950.5,1,1,0,1,0,0,0
-2.9,-1.5,-5.2,2.1,1.47,10.1,21.2,0.36,-3.8,93,88,0.411,0.404,0.388,-0.8,-1.2,1.0,4.38,91,954.3,1,0,0,0,0,0,0
-3.4,-2.1,-5.1,2.6,1.82,9.1,18.4,0.45,-4.8,90,86,0.407,0.404,0.388,-0.7,-1.1,0.9,5.68,88,957.4,1,0,0,0,0,0,0
-6.9,-2.5,-11.0,0.0,0.0,8.0,15.1,0.72,-8.2,91,81,0.404,0.403,0.387,-0.8,-1.1,0.9,11.55,14,957.3,2,1,0,1,0,0,0
-8.1,-4.3,-11.9,0.0,0.0,9.6,12.2,0.66,-9.4,91,76,0.402,0.402,0.387,-1.6,-1.0,0.9,10.6,48,955.3,2,1,0,1,0,0,0
-8.1,-3.2,-12.7,0.0,0.0,11.5,18.0,0.7,-9.5,90,71,0.407,0.408,0.387,-3.1,-1.1,0.9,11.31,51,950.2,2,1,0,1,0,0,0
-7.6,-1.8,-12.6,0.0,0.0,8.0,14.4,0.69,-8.8,91,75,0.404,0.408,0.386,-4.8,-1.2,0.8,9.64,97,948.1,2,1,0,1,0,0,0
-6.0,-2.5,-9.0,0.0,0.0,8.5,12.6,0.66,-8.0,85,72,0.406,0.413,0.387,-4.6,-1.4,0.8,8.83,92,949.3,2,1,0,1,0,0,0
-4.3,4.5,-10.7,0.0,0.0,8.2,12.6,1.09,-8.3,76,43,0.41,0.41,0.389,-4.2,-1.6,0.7,11.73,38,948.4,2,1,0,1,0,0,0
-0.1,8.5,-7.0,0.0,0.0,8.9,15.8,1.53,-8.6,56,30,0.419,0.409,0.39,-2.0,-1.6,0.7,12.51,28,944.6,2,2,0,2,0,0,0
1.3,7.7,-2.7,0.0,0.0,9.3,16.2,1.16,-4.1,69,44,0.425,0.409,0.391,-1.2,-1.6,0.6,8.72,92,943.4,2,1,0,1,0,0,0
-0.7,3.5,-3.3,0.4,0.0,8.3,15.8,0.73,-3.4,82,72,0.426,0.412,0.392,-1.5,-1.5,0.6,6.82,74,948.7,2,1,0,1,0,0,0
-3.1,3.6,-6.6,0.0,0.0,12.8,29.5,1.09,-7.2,76,48,0.424,0.413,0.394,-1.8,-1.4,0.5,12.21,29,949.7,2,1,0,1,0,0,0
